PostholeID,PithouseID,BuildNum,Length,Width,RecFloor,NewFloor,Shape,ShapeFormula,Rebuild,PillarPosition,PillarConfig,Adapted_ID,D_Scaled,FinalDepth,mean_depth,sd_depth,mean_diameter,sd_diameter,mean_volume,sd_volume,PostDataUsed,Reference,D_Ref
PH147-1042-2-1013,P147-1042-2,2,5.7,5.18,21.44,23.620800000000003,推定楕円形,oval,2,MainWall,5,P13,0.2424242424,0.36,0.5133333333333333,0.19684172999307506,0.21414141413333332,0.026463875368163355,0.01750488310598038,0.003996271729649228,diameter,8,223
PH147-1042-2-1014,P147-1042-2,2,5.7,5.18,21.44,23.620800000000003,推定楕円形,oval,2,MainWall,5,P14,0.2242424242,0.32,0.5133333333333333,0.19684172999307506,0.21414141413333332,0.026463875368163355,0.01750488310598038,0.003996271729649228,diameter,8,223
PH147-1043-1-1001,P147-1043-1,1,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P1,0.3454545455,0.78,0.6975,0.0767571929311297,0.284848484875,0.06694158192289575,0.04787416502756861,0.025718017983644856,yes,8,231
PH147-1043-1-1004,P147-1043-1,1,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P4,0.3393939394,0.74,0.6975,0.0767571929311297,0.284848484875,0.06694158192289575,0.04787416502756861,0.025718017983644856,yes,8,231
PH147-1043-1-1011,P147-1043-1,1,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P11,0.2181818182,0.66,0.6975,0.0767571929311297,0.284848484875,0.06694158192289575,0.04787416502756861,0.025718017983644856,yes,8,231
PH147-1043-1-1015,P147-1043-1,1,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P15,0.2363636364,0.61,0.6975,0.0767571929311297,0.284848484875,0.06694158192289575,0.04787416502756861,0.025718017983644856,yes,8,231
PH147-1043-2-1001,P147-1043-2,2,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P1,0.3454545455,0.78,0.7375,0.047871355387816894,0.32424242425,0.034462064891827196,0.0612666821901205,0.01234873990390205,yes,8,231
PH147-1043-2-1002,P147-1043-2,2,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P2,0.2727272727,0.76,0.7375,0.047871355387816894,0.32424242425,0.034462064891827196,0.0612666821901205,0.01234873990390205,yes,8,231
PH147-1043-2-1003,P147-1043-2,2,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P3,0.3393939394,0.67,0.7375,0.047871355387816894,0.32424242425,0.034462064891827196,0.0612666821901205,0.01234873990390205,yes,8,231
PH147-1043-2-1004,P147-1043-2,2,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P4,0.3393939394,0.74,0.7375,0.047871355387816894,0.32424242425,0.034462064891827196,0.0612666821901205,0.01234873990390205,yes,8,231
PH147-1043-3-1001,P147-1043-3,3,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P1,0.3454545455,0.78,0.785,0.05322906474223771,0.312121212125,0.02347262636842695,0.060386156368524783,0.010342859299950043,yes,8,231
PH147-1043-3-1005,P147-1043-3,3,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P5,0.3090909091,0.79,0.785,0.05322906474223771,0.312121212125,0.02347262636842695,0.060386156368524783,0.010342859299950043,yes,8,231
PH147-1043-3-1006,P147-1043-3,3,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P6,0.303030303,0.85,0.785,0.05322906474223771,0.312121212125,0.02347262636842695,0.060386156368524783,0.010342859299950043,yes,8,231
PH147-1043-3-1007,P147-1043-3,3,5.61,4.96,23.8,22.26048,丸みのある隅丸長方形,oval,3,MainWall,4,P7,0.2909090909,0.72,0.785,0.05322906474223771,0.312121212125,0.02347262636842695,0.060386156368524783,0.010342859299950043,yes,8,231
PH147-1044-1-1001,P147-1044-1,1,4.24,4.23,15.81,14.348160000000002,円形,oval,3,Main,4,P1,0.2060606061,0.46,0.5175000000000001,0.11206396982676162,0.17272727275,0.02687703978349777,0.011888721293330889,0.0024053601918145747,diameter,8,238
PH147-1044-1-1002,P147-1044-1,1,4.24,4.23,15.81,14.348160000000002,円形,oval,3,Main,4,P2,0.1818181818,0.43,0.5175000000000001,0.11206396982676162,0.17272727275,0.02687703978349777,0.011888721293330889,0.0024053601918145747,diameter,8,238
PH147-1044-1-1003,P147-1044-1,1,4.24,4.23,15.81,14.348160000000002,円形,oval,3,Main,4,P3,0.1575757576,0.5,0.5175000000000001,0.11206396982676162,0.17272727275,0.02687703978349777,0.011888721293330889,0.0024053601918145747,diameter,8,238
PH147-1044-1-1004,P147-1044-1,1,4.24,4.23,15.81,14.348160000000002,円形,oval,3,Main,4,P4,0.1454545455,0.68,0.5175000000000001,0.11206396982676162,0.17272727275,0.02687703978349777,0.011888721293330889,0.0024053601918145747,diameter,8,238
PH147-1044-2-1005,P147-1044-2,2,5.24,4.74,20.57,19.87008,楕円形,oval,3,Main,5,P5,0.2303030303,0.6,0.556,0.07635443667528428,0.22545454546,0.03465691744219387,0.022289210424299013,0.0054631990261524085,diameter,8,238
PH147-1044-2-1006,P147-1044-2,2,5.24,4.74,20.57,19.87008,楕円形,oval,3,Main,5,P6,0.2727272727,0.44,0.556,0.07635443667528428,0.22545454546,0.03465691744219387,0.022289210424299013,0.0054631990261524085,diameter,8,238
PH147-1044-2-1007,P147-1044-2,2,5.24,4.74,20.57,19.87008,楕円形,oval,3,Main,5,P7,0.1757575758,0.52,0.556,0.07635443667528428,0.22545454546,0.03465691744219387,0.022289210424299013,0.0054631990261524085,diameter,8,238
PH147-1044-2-1008,P147-1044-2,2,5.24,4.74,20.57,19.87008,楕円形,oval,3,Main,5,P8,0.2303030303,0.59,0.556,0.07635443667528428,0.22545454546,0.03465691744219387,0.022289210424299013,0.0054631990261524085,diameter,8,238
PH147-1044-2-1013,P147-1044-2,2,5.24,4.74,20.57,19.87008,楕円形,oval,3,Main,5,P13,0.2181818182,0.63,0.556,0.07635443667528428,0.22545454546,0.03465691744219387,0.022289210424299013,0.0054631990261524085,diameter,8,238
PH147-1044-3-1008,P147-1044-3,3,5.69,5.32,24,24.216640000000005,楕円形,oval,3,Main,5,P8,0.2303030303,0.59,0.582,0.04086563348340509,0.25818181816,0.03444429634821682,0.03090940601858519,0.008822670229736512,diameter,8,238
PH147-1044-3-1009,P147-1044-3,3,5.69,5.32,24,24.216640000000005,楕円形,oval,3,Main,5,P9,0.2242424242,0.57,0.582,0.04086563348340509,0.25818181816,0.03444429634821682,0.03090940601858519,0.008822670229736512,diameter,8,238
PH147-1044-3-1010,P147-1044-3,3,5.69,5.32,24,24.216640000000005,楕円形,oval,3,Main,5,P10,0.2727272727,0.52,0.582,0.04086563348340509,0.25818181816,0.03444429634821682,0.03090940601858519,0.008822670229736512,diameter,8,238
PH147-1044-3-1011,P147-1044-3,3,5.69,5.32,24,24.216640000000005,楕円形,oval,3,Main,5,P11,0.2545454545,0.63,0.582,0.04086563348340509,0.25818181816,0.03444429634821682,0.03090940601858519,0.008822670229736512,diameter,8,238
PH147-1044-3-1012,P147-1044-3,3,5.69,5.32,24,24.216640000000005,楕円形,oval,3,Main,5,P12,0.3090909091,0.6,0.582,0.04086563348340509,0.25818181816,0.03444429634821682,0.03090940601858519,0.008822670229736512,diameter,8,238
PH147-1045-1-1001,P147-1045-1,1,NA,NA,NA,NA,不整楕円形,uk,3,Main,4,P1,0.3090909091,0.32,0.405,0.11,0.3106060606,0.045990110896400746,0.029587802324058013,0.004080997049671493,diameter,8,246
PH147-1045-1-1006,P147-1045-1,1,NA,NA,NA,NA,不整楕円形,uk,3,Main,4,P6,0.3757575758,0.3,0.405,0.11,0.3106060606,0.045990110896400746,0.029587802324058013,0.004080997049671493,diameter,8,246
PH147-1045-1-1009,P147-1045-1,1,NA,NA,NA,NA,不整楕円形,uk,3,Main,4,P9,0.2727272727,0.5,0.405,0.11,0.3106060606,0.045990110896400746,0.029587802324058013,0.004080997049671493,diameter,8,246
PH147-1045-1-1017,P147-1045-1,1,NA,NA,NA,NA,不整楕円形,uk,3,Main,4,P17,0.2848484848,0.5,0.405,0.11,0.3106060606,0.045990110896400746,0.029587802324058013,0.004080997049671493,diameter,8,246
PH147-1045-2-1002,P147-1045-2,2,5.3,4.42,17.11,18.7408,楕円形?,oval,3,Main,5,P2,0.3212121212,0.82,0.66,0.1027131929208707,0.26545454544,0.06767827529826706,0.03976760106454659,0.02351657626013322,diameter,8,246
PH147-1045-2-1003,P147-1045-2,2,5.3,4.42,17.11,18.7408,楕円形?,oval,3,Main,5,P3,0.3454545455,0.68,0.66,0.1027131929208707,0.26545454544,0.06767827529826706,0.03976760106454659,0.02351657626013322,diameter,8,246
PH147-1045-2-1005,P147-1045-2,2,5.3,4.42,17.11,18.7408,楕円形?,oval,3,Main,5,P5,0.2545454545,0.57,0.66,0.1027131929208707,0.26545454544,0.06767827529826706,0.03976760106454659,0.02351657626013322,diameter,8,246
PH147-1045-2-1007,P147-1045-2,2,5.3,4.42,17.11,18.7408,楕円形?,oval,3,Main,5,P7,0.1818181818,0.66,0.66,0.1027131929208707,0.26545454544,0.06767827529826706,0.03976760106454659,0.02351657626013322,diameter,8,246
PH147-1045-2-1008,P147-1045-2,2,5.3,4.42,17.11,18.7408,楕円形?,oval,3,Main,5,P8,0.2242424242,0.57,0.66,0.1027131929208707,0.26545454544,0.06767827529826706,0.03976760106454659,0.02351657626013322,diameter,8,246
PH147-1045-3-1002,P147-1045-3,3,5.6,5,21.42,22.400000000000002,楕円形,oval,3,MainWall,6,P2,0.3212121212,0.82,0.645,0.1007472083980494,0.26262626261666666,0.060928435563790684,0.03775858766227669,0.02164167621958958,diameter,8,246
PH147-1045-3-1003,P147-1045-3,3,5.6,5,21.42,22.400000000000002,楕円形,oval,3,MainWall,6,P3,0.3454545455,0.68,0.645,0.1007472083980494,0.26262626261666666,0.060928435563790684,0.03775858766227669,0.02164167621958958,diameter,8,246
PH147-1045-3-1007,P147-1045-3,3,5.6,5,21.42,22.400000000000002,楕円形,oval,3,MainWall,6,P7,0.1818181818,0.66,0.645,0.1007472083980494,0.26262626261666666,0.060928435563790684,0.03775858766227669,0.02164167621958958,diameter,8,246
PH147-1045-3-1008,P147-1045-3,3,5.6,5,21.42,22.400000000000002,楕円形,oval,3,MainWall,6,P8,0.2242424242,0.57,0.645,0.1007472083980494,0.26262626261666666,0.060928435563790684,0.03775858766227669,0.02164167621958958,diameter,8,246
PH147-1045-3-1014,P147-1045-3,3,5.6,5,21.42,22.400000000000002,楕円形,oval,3,MainWall,6,P14,0.2484848485,0.54,0.645,0.1007472083980494,0.26262626261666666,0.060928435563790684,0.03775858766227669,0.02164167621958958,diameter,8,246
PH147-1045-3-1016,P147-1045-3,3,5.6,5,21.42,22.400000000000002,楕円形,oval,3,MainWall,6,P16,0.2545454545,0.6,0.645,0.1007472083980494,0.26262626261666666,0.060928435563790684,0.03775858766227669,0.02164167621958958,diameter,8,246
PH147-1046-1-1001,P147-1046-1,1,4.7,3.92,12.06,14.7392,隅丸方形,oval,2,Main,4,P1,0.2865853659,0.61,0.6275000000000001,0.05377421934967226,0.20884146345000001,0.055523530004683984,0.022638380795316083,0.012059149091310693,yes,8,252
PH147-1046-1-1002,P147-1046-1,1,4.7,3.92,12.06,14.7392,隅丸方形,oval,2,Main,4,P2,0.1829268293,0.68,0.6275000000000001,0.05377421934967226,0.20884146345000001,0.055523530004683984,0.022638380795316083,0.012059149091310693,yes,8,252
PH147-1046-1-1005,P147-1046-1,1,4.7,3.92,12.06,14.7392,隅丸方形,oval,2,Main,4,P5,0.2073170732,0.66,0.6275000000000001,0.05377421934967226,0.20884146345000001,0.055523530004683984,0.022638380795316083,0.012059149091310693,yes,8,252
PH147-1046-1-1011,P147-1046-1,1,4.7,3.92,12.06,14.7392,隅丸方形,oval,2,Main,4,P11,0.1585365854,0.56,0.6275000000000001,0.05377421934967226,0.20884146345000001,0.055523530004683984,0.022638380795316083,0.012059149091310693,yes,8,252
PH147-1046-2-1001,P147-1046-2,2,4.52,4.5,17.9,16.272,隅丸方形,oval,2,MainWall,4,P1,0.2865853659,0.61,0.68,0.0852447456836295,0.222560975625,0.04522072249462355,0.026882424722453033,0.009916636962984183,yes,8,252
PH147-1046-2-1002,P147-1046-2,2,4.52,4.5,17.9,16.272,隅丸方形,oval,2,MainWall,4,P2,0.1829268293,0.68,0.68,0.0852447456836295,0.222560975625,0.04522072249462355,0.026882424722453033,0.009916636962984183,yes,8,252
PH147-1046-2-1003,P147-1046-2,2,4.52,4.5,17.9,16.272,隅丸方形,oval,2,MainWall,4,P3,0.2195121951,0.8,0.68,0.0852447456836295,0.222560975625,0.04522072249462355,0.026882424722453033,0.009916636962984183,yes,8,252
PH147-1046-2-1004,P147-1046-2,2,4.52,4.5,17.9,16.272,隅丸方形,oval,2,MainWall,4,P4,0.2012195122,0.63,0.68,0.0852447456836295,0.222560975625,0.04522072249462355,0.026882424722453033,0.009916636962984183,yes,8,252
PH147-1047-1-1017,P147-1047-1,1,5.38,4.7,21.84,20.228800000000003,推定楕円形,oval,1,Main,4-5?,P17,0.3353658537,0.73,0.7433333333333333,0.01527525231651948,0.34959349593333333,0.019600916165957993,0.07149597610290796,0.008129629385735481,yes,8,252
PH147-1047-1-1018,P147-1047-1,1,5.38,4.7,21.84,20.228800000000003,推定楕円形,oval,1,Main,4-5?,P18,0.3414634146,0.76,0.7433333333333333,0.01527525231651948,0.34959349593333333,0.019600916165957993,0.07149597610290796,0.008129629385735481,yes,8,252
PH147-1047-1-1019,P147-1047-1,1,5.38,4.7,21.84,20.228800000000003,推定楕円形,oval,1,Main,4-5?,P19,0.3719512195,0.74,0.7433333333333333,0.01527525231651948,0.34959349593333333,0.019600916165957993,0.07149597610290796,0.008129629385735481,yes,8,252
PH147-1049-1-1013,P147-1049-1,1,4.9,4.5,NA,17.64,推定楕円形,oval,1,MainWall,4,P13,0.243902439,0.12,0.16,0.05416025603090639,0.187499999975,0.042646616378978396,0.004202505080928451,0.001079068956094547,yes,8,176
PH147-1049-1-1015,P147-1049-1,1,4.9,4.5,NA,17.64,推定楕円形,oval,1,MainWall,4,P15,0.1646341463,0.14,0.16,0.05416025603090639,0.187499999975,0.042646616378978396,0.004202505080928451,0.001079068956094547,yes,8,176
PH147-1049-1-1016,P147-1049-1,1,4.9,4.5,NA,17.64,推定楕円形,oval,1,MainWall,4,P16,0.1463414634,0.24,0.16,0.05416025603090639,0.187499999975,0.042646616378978396,0.004202505080928451,0.001079068956094547,yes,8,176
PH147-1049-1-1019,P147-1049-1,1,4.9,4.5,NA,17.64,推定楕円形,oval,1,MainWall,4,P19,0.1951219512,0.14,0.16,0.05416025603090639,0.187499999975,0.042646616378978396,0.004202505080928451,0.001079068956094547,yes,8,176
PH147-1049-2-1011,P147-1049-2,2,4.9,4.5,NA,17.64,推定楕円形,oval,2,MainWall,5,P11,0.237804878,0.22,0.216,0.058991524815010514,0.19634146338,0.05996107203481478,0.006586528408553013,0.003497906656064935,yes,8,176
PH147-1049-2-1012,P147-1049-2,2,4.9,4.5,NA,17.64,推定楕円形,oval,2,MainWall,5,P12,0.1402439024,0.28,0.216,0.058991524815010514,0.19634146338,0.05996107203481478,0.006586528408553013,0.003497906656064935,yes,8,176
PH147-1049-2-1013,P147-1049-2,2,4.9,4.5,NA,17.64,推定楕円形,oval,2,MainWall,5,P13,0.243902439,0.12,0.216,0.058991524815010514,0.19634146338,0.05996107203481478,0.006586528408553013,0.003497906656064935,yes,8,176
PH147-1049-2-1020,P147-1049-2,2,4.9,4.5,NA,17.64,推定楕円形,oval,2,MainWall,5,P20,0.237804878,0.24,0.216,0.058991524815010514,0.19634146338,0.05996107203481478,0.006586528408553013,0.003497906656064935,yes,8,176
PH147-1049-2-1037,P147-1049-2,2,4.9,4.5,NA,17.64,推定楕円形,oval,2,MainWall,5,P37,0.1219512195,0.22,0.216,0.058991524815010514,0.19634146338,0.05996107203481478,0.006586528408553013,0.003497906656064935,yes,8,176
PH147-1050-1-1001,P147-1050-1,1,5.15,4.85,19.78,19.982,円形に近い楕円形,oval,n,Main,5,P1,0.25,0.78,0.73,0.14177446878757824,0.22439024388,0.016361473032410725,0.029316061052183498,0.008495350256009651,yes,8,171
PH147-1050-1-1002,P147-1050-1,1,5.15,4.85,19.78,19.982,円形に近い楕円形,oval,n,Main,5,P2,0.2134146341,0.66,0.73,0.14177446878757824,0.22439024388,0.016361473032410725,0.029316061052183498,0.008495350256009651,yes,8,171
PH147-1050-1-1003,P147-1050-1,1,5.15,4.85,19.78,19.982,円形に近い楕円形,oval,n,Main,5,P3,0.2317073171,0.88,0.73,0.14177446878757824,0.22439024388,0.016361473032410725,0.029316061052183498,0.008495350256009651,yes,8,171
PH147-1050-1-1004,P147-1050-1,1,5.15,4.85,19.78,19.982,円形に近い楕円形,oval,n,Main,5,P4,0.2134146341,0.52,0.73,0.14177446878757824,0.22439024388,0.016361473032410725,0.029316061052183498,0.008495350256009651,yes,8,171
PH147-1050-1-1005,P147-1050-1,1,5.15,4.85,19.78,19.982,円形に近い楕円形,oval,n,Main,5,P5,0.2134146341,0.81,0.73,0.14177446878757824,0.22439024388,0.016361473032410725,0.029316061052183498,0.008495350256009651,yes,8,171
PH148-1001-2-1001,P148-1001-2,2,4.5,4,15.9,14.4,不整五角形,oval,2,Wall,circ,P1,0.1616766467,0.65,0.6859999999999999,0.04615192303685729,0.15209580838,0.005355851441238724,0.012455019746530568,8.840596366539141e-4,yes,9,4
PH148-1001-2-1002,P148-1001-2,2,4.5,4,15.9,14.4,不整五角形,oval,2,Wall,circ,P2,0.1497005988,0.72,0.6859999999999999,0.04615192303685729,0.15209580838,0.005355851441238724,0.012455019746530568,8.840596366539141e-4,yes,9,4
PH148-1001-2-1003,P148-1001-2,2,4.5,4,15.9,14.4,不整五角形,oval,2,Wall,circ,P3,0.1497005988,0.63,0.6859999999999999,0.04615192303685729,0.15209580838,0.005355851441238724,0.012455019746530568,8.840596366539141e-4,yes,9,4
PH148-1001-2-1004,P148-1001-2,2,4.5,4,15.9,14.4,不整五角形,oval,2,Wall,circ,P4,0.1497005988,0.74,0.6859999999999999,0.04615192303685729,0.15209580838,0.005355851441238724,0.012455019746530568,8.840596366539141e-4,yes,9,4
PH148-1001-2-1006,P148-1001-2,2,4.5,4,15.9,14.4,不整五角形,oval,2,Wall,circ,P6,0.1497005988,0.69,0.6859999999999999,0.04615192303685729,0.15209580838,0.005355851441238724,0.012455019746530568,8.840596366539141e-4,yes,9,4
PH148-1004-1-1001,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P1,0.2155688623,0.99,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-1-1004,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P4,0.1796407186,0.95,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-1-1006,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P6,0.1616766467,1.01,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-1-1009,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P9,0.1437125749,0.56,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-1-1024,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P24,0.1437125749,0.7,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-1-1025,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P25,0.1616766467,0.8,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-1-1028,P148-1004-1,1,5.4,5.2,19.4,22.464000000000002,隅丸方形,oval,2,Wall,circ,P28,0.1377245509,0.86,0.8385714285714285,0.16506852833783622,0.16338751071428573,0.027159123808464736,0.018659980249464327,0.009338272139644613,yes,9,7
PH148-1004-2-1010,P148-1004-2,2,5.7,5.2,21.2,23.712000000000003,隅丸方形,oval,2,Wall,circ,P10,0.125748503,0.48,0.7466666666666667,0.17862437310363516,0.16966067865,0.03272479288560311,0.01796633383574069,0.008595352135423643,yes,9,7
PH148-1004-2-1013,P148-1004-2,2,5.7,5.2,21.2,23.712000000000003,隅丸方形,oval,2,Wall,circ,P13,0.2035928144,0.87,0.7466666666666667,0.17862437310363516,0.16966067865,0.03272479288560311,0.01796633383574069,0.008595352135423643,yes,9,7
PH148-1004-2-1016,P148-1004-2,2,5.7,5.2,21.2,23.712000000000003,隅丸方形,oval,2,Wall,circ,P16,0.1856287425,0.88,0.7466666666666667,0.17862437310363516,0.16966067865,0.03272479288560311,0.01796633383574069,0.008595352135423643,yes,9,7
PH148-1004-2-1018,P148-1004-2,2,5.7,5.2,21.2,23.712000000000003,隅丸方形,oval,2,Wall,circ,P18,0.1916167665,0.82,0.7466666666666667,0.17862437310363516,0.16966067865,0.03272479288560311,0.01796633383574069,0.008595352135423643,yes,9,7
PH148-1004-2-1021,P148-1004-2,2,5.7,5.2,21.2,23.712000000000003,隅丸方形,oval,2,Wall,circ,P21,0.1317365269,0.87,0.7466666666666667,0.17862437310363516,0.16966067865,0.03272479288560311,0.01796633383574069,0.008595352135423643,yes,9,7
PH148-1004-2-1022,P148-1004-2,2,5.7,5.2,21.2,23.712000000000003,隅丸方形,oval,2,Wall,circ,P22,0.1796407186,0.56,0.7466666666666667,0.17862437310363516,0.16966067865,0.03272479288560311,0.01796633383574069,0.008595352135423643,yes,9,7
PH148-1012-1-1001,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P1,0.2095808383,0.3,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1002,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P2,0.1976047904,0.3,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1003,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P3,0.1676646707,0.52,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1004,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P4,0.1736526946,0.37,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1005,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P5,0.1317365269,0.34,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1006,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P6,0.1796407186,0.36,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1007,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P7,0.1437125749,NA,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1008,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P8,0.1736526946,NA,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1012-1-1009,P148-1012-1,1,4.3,4.2,16.4,14.448,不整方形,oval,n,Main,circ,P9,0.1856287425,NA,NA,NA,0.1736526946111111,0.024323468271917243,NA,NA,diameter,9,10
PH148-1022-1-1002,P148-1022-1,1,4.8,2.2,13.3,8.448,楕円形,oval,3,MainWall,4,P2,0.1796407186,0.62,0.6575,0.045,0.191616766475,0.03279775789861864,0.019342918553545394,0.0069029297233292,yes,9,17
PH148-1022-1-1005,P148-1022-1,1,4.8,2.2,13.3,8.448,楕円形,oval,3,MainWall,4,P5,0.2335329341,0.68,0.6575,0.045,0.191616766475,0.03279775789861864,0.019342918553545394,0.0069029297233292,yes,9,17
PH148-1022-1-1006,P148-1022-1,1,4.8,2.2,13.3,8.448,楕円形,oval,3,MainWall,4,P6,0.1556886228,0.71,0.6575,0.045,0.191616766475,0.03279775789861864,0.019342918553545394,0.0069029297233292,yes,9,17
PH148-1022-1-1007,P148-1022-1,1,4.8,2.2,13.3,8.448,楕円形,oval,3,MainWall,4,P7,0.1976047904,0.62,0.6575,0.045,0.191616766475,0.03279775789861864,0.019342918553545394,0.0069029297233292,yes,9,17
PH148-1025-2-1001,P148-1025-2,2,5.4,5.2,16,22.464000000000002,不整円形,oval,2,MainWall,4,P1,0.1556886228,0.77,0.72,0.06633249580710801,0.199101796425,0.05066283491073574,0.023871651826259742,0.013374522503359952,yes,9,19
PH148-1025-2-1002,P148-1025-2,2,5.4,5.2,16,22.464000000000002,不整円形,oval,2,MainWall,4,P2,0.2155688623,0.71,0.72,0.06633249580710801,0.199101796425,0.05066283491073574,0.023871651826259742,0.013374522503359952,yes,9,19
PH148-1025-2-1003,P148-1025-2,2,5.4,5.2,16,22.464000000000002,不整円形,oval,2,MainWall,4,P3,0.2634730539,0.77,0.72,0.06633249580710801,0.199101796425,0.05066283491073574,0.023871651826259742,0.013374522503359952,yes,9,19
PH148-1025-2-1004,P148-1025-2,2,5.4,5.2,16,22.464000000000002,不整円形,oval,2,MainWall,4,P4,0.1616766467,0.63,0.72,0.06633249580710801,0.199101796425,0.05066283491073574,0.023871651826259742,0.013374522503359952,yes,9,19
PH148-1026-1-1001,P148-1026-1,1,4.8,NA,11.2,NA,楕円形,oval,n,MainWall,5,P1,0.245508982,0.38,0.476,0.1778482499211055,0.18562874252,0.04500986937392071,0.013815336462304166,0.008840649587199274,yes,9,21
PH148-1026-1-1002,P148-1026-1,1,4.8,NA,11.2,NA,楕円形,oval,n,MainWall,5,P2,0.1796407186,0.36,0.476,0.1778482499211055,0.18562874252,0.04500986937392071,0.013815336462304166,0.008840649587199274,yes,9,21
PH148-1026-1-1004,P148-1026-1,1,4.8,NA,11.2,NA,楕円形,oval,n,MainWall,5,P4,0.1676646707,0.43,0.476,0.1778482499211055,0.18562874252,0.04500986937392071,0.013815336462304166,0.008840649587199274,yes,9,21
PH148-1026-1-1005,P148-1026-1,1,4.8,NA,11.2,NA,楕円形,oval,n,MainWall,5,P5,0.2095808383,0.79,0.476,0.1778482499211055,0.18562874252,0.04500986937392071,0.013815336462304166,0.008840649587199274,yes,9,21
PH148-1026-1-1006,P148-1026-1,1,4.8,NA,11.2,NA,楕円形,oval,n,MainWall,5,P6,0.125748503,0.42,0.476,0.1778482499211055,0.18562874252,0.04500986937392071,0.013815336462304166,0.008840649587199274,yes,9,21
PH148-1028-1-1001,P148-1028-1,1,4.3,3,11.7,10.32,円形,oval,n,Main,5,P1,0.1676646707,0.63,0.594,0.10310189135025603,0.15449101798,0.03889911802731182,0.01186892105273842,0.005857145493944108,yes,9,23
PH148-1028-1-1002,P148-1028-1,1,4.3,3,11.7,10.32,円形,oval,n,Main,5,P2,0.2035928144,0.53,0.594,0.10310189135025603,0.15449101798,0.03889911802731182,0.01186892105273842,0.005857145493944108,yes,9,23
